# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
Number of Lines -<\/B> This defines how many remote agent entries the system creates, and determines how many lines it thinks it can safely send to the number below|Numéro de lignes -</B> Cela définie combien d'entrées d'agent distants le système crée, et détermine combien de lignes peuvent être envoyées sans soucis au numéro ci-dessus|
Server IP -<\/B> A remote agent entry is only good for one specific server, here is where you select which server you want|IP du serveur -</B> Une entrée d'agent distant est seulement valide pour un serveur spécifique, c'est ici que vous sélectionnez quel serveur vous voulez|
External Extension -<\/B> This is the number that you want the calls forwarded to. Make sure that it is a full dial plan number and that if you need a 9 at the beginning you put it in here. Test by dialing this number from a phone on the system|Extension externe -</B> C'est le numéro vers lequel vous voulez faire suivre l'appel. Assurez vous que c'est un numéro du dial plan et si vous avez besoin d'un 9 au début mettez le ici. Testez en appelant ce numéro depuis un téléphone du système|
Status -<\/B> Here is where you turn the remote agent on and off. As soon as the agent is Active the system assumes that it can send calls to it. It may take up to 30 seconds once you change the status to Inactive to stop receiving calls|Etat -</B> C'est ici que vous activez ou desacivez l'agent distant. Dès que l'agent est actif le systeme permet que des appels puissent lui être envoyés. Cela peu prendre plus de 30 secondes à partir du moment où vous avez desactivé l'agent jusqu'à l'arrêt de la réception des appels|
Campaign -<\/B> Here is where you select the campaign that these remote agents will be logged into. Inbound needs to use the CLOSER campaign and select the inbound campaigns below that you want to receive calls from|Campagne -</B> C'est ici que vous choisissez la campagne dans laquelle ces agents distants ce connecteront. Les appels entrants ont besoin d'une campagne de type CLOSER et de selectionner les campagnes entrantes ci-dessus dans laquelle vous voulez recevoir des appels|
Inbound Groups -<\/B> Here is where you select the inbound groups you want to receive calls from if you have selected the CLOSER campaign|Groupes entrants -</B> C'est ici que vous selectionnez les groupes entrants depuis lesquels vous voulez recevoir des appels si vous avez selectionné une campagne de type CLOSER|
The lists within this campaign are listed here, whether they are active is denoted by the Y or N and you can go to the list screen by clicking on the list ID in the first column|Les listes de cette campagne sont énumérées ici, leur activité est dénotée par le Y ou N et vous pouvez aller à l'écran de la liste en cliquant sur l'ID de la liste dans la première colonne|
Through the use of custom campaign statuses, you can have statuses that only exist for a specific campaign. The Status must be 1-8 characters in length, the description must be 2-30 characters in length and Selectable defines whether it shows up in VICIDIAL as a disposition|En utilisant des statuts de campagne personnalisés, vous pouvez utiliser des statuts qui n'existent que pour une campagne spécifique. Le statut doit contenir entre 1 et 8 caractères , la description entre 2 et 30 et Selectionnable définit si il apparaît dans VICIDIAL comme disposition|
Through the use of custom campaign hot keys, agents that use the vicidial web-client can hang up and disposition calls just by pressing a single key on their keyboard|En utilisant des raccourcis clavier personnalisés, les agents utilisant le client web VICIDIAL peuvent raccrocher et statuer les appels juste en pressant une seule touche du clavier|
User Group -<\/B> This is the short name of a Vicidial User group, try not to use any spaces or punctuation for this field. max 20 characters, minimum of 2 characters|Groupe d'utilisateurs -</B> C'est le nom court d'un groupe d'utilisateurs Vicidial, n'utilisez ni espaces ni ponctuation pour ce champ. Max 20 caractère min 2|
Group Name -<\/B> This is the description of the vicidial user group max of 40 characters|Nom du Groupe -</B> C'est la description du groupe d'utilisateurs vicidial. Max 40 caractères|
Xfer-Conf DTMF -<\/B> These four fields allow for you to have two sets of Transfer Conference and DTMF presets. When the call or campaign is loaded, the vicidial.php script will show two buttons on the transfer-conference frame and auto-populate the number-to-dial and the send-dtmf fields when pressed|DTMF pour le transfert de conférence -<\/B> Ces quatre champs vous permettent de définir deux préselection DTMF pour les transferts de conférences. Quand l'appel ou la campagne est chargée, le script vicidial.php montrera deux boutons dans la fenêtre transfert-conference et remplira automatiquement les champs numéro-à-appeler et envoyer-dtmf quand ils sont pressés|
AMD send to vm exten -<\/B> This menu allows you to define whether a message is left on an answering machine when it is detected. the call will be immediately forwarded to the Answering-Machine-Message extension if AMD is active and it is determined that the call is an answering machine|AMD envoyé au vm exten -<\/B> Ce menu vous permet de définir si un message est laissé sur un répondeur quand il est détecté. L'appel sera immédiatement transmis à l'extention Answering-Machine-Message si AMD est actif et si il est déterminé que l'appel est un répondeur|
Modify Leads -<\/B> This option if set to 1 allows the user to modify leads in the admin section lead search results page|Modifier les fiches -</B> Si cette otpion est à 1 elle autorise l'utilisateur à modifier les fiches dans la page des résultats de la recherche de fiches dans la section d'administration|
Hot Keys Active -<\/B> This option if set to 1 allows the user to use the Hot Keys quick-dispositioning function in|Raccourcis clavier actifs -</B> Si cette option est à 1 elle autorise l'utilisateur à utiliser les raccourcis clavier|
Change Agent Campaign -<\/B> This option if set to 1 allows the user to alter the campaign that an agent is logged into while they are logged into it|Changer l'agent de campagne -</B> Cette option, si elle est mise à 1, permet à l'utilisateur de changer la campagne dans laquelle est connecté un agent alors qu'il y est connecté|
Agent Choose Ingroups -<\/B> This option if set to 1 allows the user to choose the ingroups that they will receive calls from when they login to a CLOSER or INBOUND campaign. Otherwise the Manager will need to set this in their user detail screen of the admin page|Choix des Ingroups -<\/B> Cette option, si elle est mise à 1 autorise l'utilisateur à choisir les ingroups depuis lesquels il recevra des appels quand il est connecté dans une campagne de type CLOSER ou INBOUND sinon le manager devra le définir dans l'écran de détails de l'utiliseur sur la page d'amiministration|
Lead Filter -<\/B> This is a method of filtering your leads using a fragment of a SQL query. Use this feature with caution, it is easy to stop dialing accidentally with the slightest alteration to the SQL statement. Default is NONE|Filtre de fiches -</B> C'est une méthode de filtrage de vos fiches utilisant un fragment de requête SQL. Utilisez cette fonction avec précaution, il est facile de stoper une comunication accidentellement avec le plus petit changement du statement SQL. La valeur par défaut est NONE|
Filter ID -<\/B> This is the short name of a Vicidial Lead Filter. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 10 characters, minimum of 2 characters|ID du Filtre -</B> C'est le nom court du filtre de fiches Vicidial. Il doit être unique. N'utilisez ni espace ni ponctuation. Max 10 caractères min 2|
Filter Name -<\/B> This is a more descriptive name of the Filter. This is a short summary of the filter. max 30 characters, minimum of 2 characters|Nom du Filtre -</B> C'est un nom plus descrtiptif du filtre. C'est un court resumé du filtre. Max 30 caractères Min 2|
Filter Comments -<\/B> This is where you can place comments for a Vicidial Filter such as -calls all California leads-.  max 255 characters, minimum of 2 characters|Commentaire du filtre -</B> C'est ici que vous placez les commmentaire du filtre vicidial comme -Appel toutes les fiches de Californie- max 255 characters, min 2|
Filter SQL -<\/B> This is where you place the SQL query fragment that you want to filter by. do not begin or end with an AND, that will be added by the hopper cron script automatically. an example SQL query that would work here is- called_count \> 4 and called_count \< 8 -|Filtre SQL -</B> C'est ici que vous mettez le fragment de requête SQL que vous voulez utiliser pour filtrer. Ne commencez pas ni ne finissez pas par AND, cela est automatiquement ajouté par le script cron. Exemple : called_count > 4 and called_count < 8 |
Agent Alt Num Dialing -<\/B> This option allows an agent to manually dial the alternate phone number or address3 field after the main number has been called|Appel du numéro alternatif pour l'agent -</B> Cette option permet à l'agent d'appeler le numéro de téléphone alternatif ou le champ adresse3 après que le numéro de téléphone principal ait été appelé|
Scheduled Callbacks -<\/B> This option allows an agent to disposition a call as CALLBK and choose the data and time at which the lead will be re-activated|Rappels programmés -</B> Cette option autorise un agent à statuer un appel comme CALLBK et à choisir une date et une heure à laquelle la fiche sera réactivée|
Agent-Only Callbacks -<\/B> This option allows an agent to set a callback so that they are the only Agent that can call the customer back. This also allows the agent to see their callback listings and call them back any time they want to|Rappel Agent-Seulement -</B> Cette option autorise un agent à assigner un rappel pour lequel il sera le seul a pouvoir rappeler le client. Cela autorise aussi l'agent à voir sa liste de rappel quand il le désire|
Agent Call Manual -<\/B> This option allows an agent to manually enter a new lead into the system and call them. This also allows the calling of any phone number from their vicidial screen and puts that call into their session. Use this option with caution|Appel manuel pour l'agent-</B> Cette option autorise un agent à entrer manuellement une nouvelle fiche et à l'appeler. Elle autorise aussi l'appel de n'importe quel numéro de téléphone depuis vicidial et met cette appel dans sa session. Utilisez cette option avec précaution|
Vicidial Recording -<\/B> This option can prevent an agent from doing any recordings after they log in to vicidial. This option must be on for vicidial to follow the campaign recording session|Enregistrement vicidial -</B> Cette otpion peut empêcher un agent de faire un enregistrement après qu'il se soit connecté à vicidial. Cette option doit être activée pour que vicidial suive la session d'enregistrement de la campagne|
Vicidial Transfers -<\/B> This option can prevent an agent from opening the transfer - conference session of vicidial. If this is disabled, the agent cannot third party call or blind transfer any calls|Transferts Vicidial  -</B> Cette option peut empêcher un agent d'ouvrir un transfert - conférence dans vicidial. Si c'est desactivé, l'agent ne pourra pas appeler une tierce personne ou transferer l'appel|
Delete Filters -<\/B> This option allows the user to be able to delete vicidial lead filters from the system|Supprimer des filtres -</B> Cette option autorise l'utilisateur à supprimer les filtres de fiches du système|
Alter Agent Interface Options -<\/B> This option if set to 1 allows the administrative user to modify the Agents interface options in admin.php|Modifier les options de l'interface agent -</B> Cette option, si elle est à 1, autorise l'utilisateur administrateur à modifier les otpions de l'interface Agent dans admin.php|
Closer Default Blended -<\/B> This option simply defaults the Blended checkbox on a CLOSER login screen|Closer Default Blended -<\/B> Cette option coche simplement par défaut la checbox Blended sur un écran de connection d'une campagne de type CLOSER|
FILTER NOT ADDED - there is already a filter entry with this ID|FILTRE NON AJOUTE - il y a déjà un filtre avec cet identifiant|
Filter ID, name and SQL must be at least 2 characters in length|Identifiant du filtre, le nom et le SQL doivent au moins contenir 2 caractères|
Filter ID must be at least 2 characters in length|L'identifiant du filtre doit contenir au moins 2 caractères|
Please go back and look at the data you entered|Veuillez retourner en arrière et vérifier les données que vous avez saisies|
CLICK HERE TO GO TO THE SUPER LEAD LOADER|CLIQUEZ ICI POUR ALLER AU SUPER CHARGEUR DE FICHES|
BACK TO ADMIN|RETOUR A L'ADMINISTRATION|
File layout to use|Disposition du fichier à utiliser|
Standard VICIDIAL|VICIDIAL standard|
Custom layout|Disposition personnalisée|
CLICK HERE TO GO TO THE BASIC LEAD LOADER|CLIQUEZ ICI POUR ALLER AU CHARGEUR DE FICHES BASIQUE|
SUPER LIST LOADER|SUPER CHARGEUR DE LISTES|
OK TO PROCESS|PRET A TRAITER|
File data|Données du fichier|
short description of the filter|courte description du filtre|
Alter Agent Interface Options: |Changer les options de l'interface de l'agent: |
Click here to delete filter |Cliquez ici pour effacer le filtre|
FILTER DELETION COMPLETED:|EFFACEMENT DU FILTRE TERMINE:|
ADMIN INTERFACE OPTIONS:|OPTIONS DE L'INTERFACE D'ADMINISTRATION:|
AGENT INTERFACE OPTIONS:|OPTIONS DE L'INTERFACE DE L'AGENT:|
Closer Default Blended:|Closer Default Blended:|
Agent Alt Num Dialing:|Composition du numéro alternatif de l'agent:|
Scheduled Callbacks:|Rappels de service programmés:|
Agent-Only Callbacks:|Rappels de service d'agent-seulement:|
New Filter Addition|Ajout d'un nouveau filtre|
LEAD FILTER LISTINGS:|LISTE DES FILTRES DE FICHES:|
FILTER NOT MODIFIED|FILTRE NON MODIFIE|
FILTER NOT DELETED|FILTRE NON SUPPRIME|
DELETE THIS FILTER|SUPPRIMER CE FILTRE|
FILTER NOT ADDED|FILTRE NON AJOUTE|
Filter Comments: |Commentaires du filtre:|
FILTER MODIFIED|FILTRE MODIFIE|
MODIFY A FILTER|MODIFIER UN FILTRE|
ADD NEW FILTER|AJOUTER UN NOUVEAU FILTRE|
Add New Filter|Ajouter un nouveau filtre|
Modify Filter|Modifier le filtre|
Delete Filter|Supprimer le filtre|
Filter Name: |Nom du filtre:|
FILTER ADDED:|FILTRE AJOUTE:|
VIEW FILTERS|VOIR LES FILTRES|
Lead Filter:|Filtre sur les fiches:|
Filter SQL:|Filtre Sql:|
Users List|Liste des utilisateurs|
Filter ID: |ID du filtre:|
Filters|Filtres|
Agent Call Manual|Appel manuel de l'agent|
Vicidial Recording|Enregistrement Vicidial|
Vicidial Transfers|Transferts Vicidial|
Click here for user time sheet|Cliquez ici pour la feuille de présence de l'utilisateur|
Click here for user status|Cliquez ici pour les statuts utilisateur|
Click here for user CallBack Holds|Cliquez ici pour les rappels reservés à cet utilisateur|
Lead Filter|Filtre de la fiche|
Click here to see all CallBack Holds in this campaign|Cliquez ici pour voir les rappels réservés de cette campagne|
STATUS NAME|NOM DU STATUT|
Script ID|ID du script|
Script Name|Nom du script|
Script Comments|Commentaires du script|
Script Text|Texte du script|
ADD FILTER|AJOUTER LE FILTRE|
overall_user_level: orders by the user_level of the agent as defined in the vicidial_users table a higher user_level will receive more calls|overall_user_level: ordonne par le user_level de l'agent comme défini dans la table vicidial_users, un user_level plus élévé recevra plus d'appels|
VICIDIAL LIST LOADER FUNCTIONALITY|FONCTIONNALITES DU CHARGEUR DE FICHES DE VICIDIAL|
The VICIDIAL basic web-based lead loader is designed simply to take a lead file - up to 8MB in size - that is either tab or pipe delimited and load it into the vicidial_list table. There is also a new beta version super lead loader that allows for field choosing and TXT- Plain Text, CSV- Comma Separated Values and XLS- Excel file formats. The lead loader does not do data validation or check for duplicates in itself or other lists, so that is something you need to do before you load the leads. Also, make sure that you have created the list that these leads are to be under so that you can use them. There is also the matter of time-zone-coding these leads. You may want to increase the frequency that the ADMIN_adjust_GMTnow_on_leads.pl is being run in the cron on your Asterisk server so that any loaded leads can be coded faster. Here is a list of the fields in their proper order for the lead files|Le chargeur de fiche web VICIDIAL basique est désigné simplement pour prendre un fichier de fiches - jusqu'à 8MB - qui sont délimités soit par des tabultaions soit par des pipes et les charges dans la table vicidial_list. Il y a aussi une nouvelle version super beta qui permet le choix des champs et l'utilisation des formats TXT- Plain Text, CSV- Comma Separated Value et XLS- format Excel. Le chargeur de fiches ne fait pas de validation des données ou de vérification des doublons dans le fichier ou dans d'autres listes, donc c'est quelquechose que vous devez faire avant de charger les fiches. De plus, vérifiez que vous avez créer la liste dans laquelle doivent être ces fiches. Il y a égalament le soucis de time-zone-coding de ces fiches. Vous pouvez vouloir augmenter la fréquence à laquelle le script ADMIN_adjust_GMTnow_on_leads.pl est lancé dans le cron sur votre serveur asterisk de sorte que toutes les fiches chargées puissent être codées plus rapidement. Voici une liste des champs dans l'ordre pour les fichiers de fiches|
NOTES: The Excel Lead loader functionality is enabled by a series of perl scripts and needs to have a properly configured /home/cron/AST_SERVER_conf.pl file in place on the web server. Also, a couple perl modules must be loaded for it to work as well - OLE-Storage_Lite and Spreadsheet-ParseExcel. You can check for runtime errors in these by looking at your apache error_log file|NOTES: La fonctionnalité Excel du chargeur de fiches est activée par une série de scripts perl et nécessite que le fichier /home/cron/AST_SERVER_conf.pl soit correctement configuré. De plus, certains modules perl doivent être chargés pour que cela fonctionne correctement - OLE-Storage_Lite et Spreadsheet-ParseExcel. Vous pouvez vérifier les erreurs de runtime dans le fichier error_log de apache|
Vendor Lead Code - shows up in the Vendor ID field of the GUI|Code vendeur de la fiche - montre dans le champ dID du vendeur de l'interface graphique|
Source Code - internal use only for admins and DBAs|Code source - usage interne uniquement pour les administrateurs et les administrateurs de la base de données|
List ID - the list number that these leads will show up under|Identifiant de la liste - le numéro de la liste dans laquelle seront ces fiches|
Phone Code - the prefix for the phone number - 1 for US, 01144 for UK, 01161 for AUS, etc|Code du téléphone - le préfixe pour le numéro de téléphone - 1 pour les USA, 0144 pour le Royaume-Uni, 01161 pour l'Australie, etc|
Phone Number - must be at least 8 digits long|Numéro de téléphone - doit contenir au moins 8 chiffres|
Title - title of the customer - Mr. Ms. Mrs, etc...|Titre - titre du client - Mr. Mme. Mlle., etc...|
NOTE: It can take up to 30 seconds for changes submitted on this screen to go live|NOTE: Il peut prendre jusqu'à 30 secondes pour que les chagements soumis sur cette écran soient pris en compte|
USER NOT ADDED - there is already a user in the system with this user number|UTILISATEUR NON AJOUTE - il y a déjà un utilisateur dans le système avec ce numéro d'utilisateur|
USER NOT ADDED - Please go back and look at the data you entered|UTILISATEUR NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
user id must be between 2 and 8 characters long|l'identifiant de l'utilisateur doit contenir entre 2 et 8 caractères|
full name and password must be at least 2 characters long|le nom et le mot de passe doivent contenir au moins 2 caractères|
CAMPAIGN NOT ADDED - there is already a campaign in the system with this ID|CAMPAGNE NON AJOUTEE - il existe déjà une campagne dans le système avec cet ID|
CAMPAIGN NOT ADDED - Please go back and look at the data you entered|CAMPAGNE NON AJOUTEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
campaign ID must be between 2 and 8 characters in length|l'ID de la campagne doit contenir entre 2 et 8 caractères|
campaign name must be between 6 and 40 characters in length|le nom de la campagne doit contenir entre 6 et 40 caractères|
CAMPAIGN STATUS NOT ADDED - there is already a campaign-status in the system with this name|STATUT DE LA CAMPAGNE NON AJOUTE - il y a déjà un statut de campagne dans le système avec ce nom|
CAMPAIGN STATUS NOT ADDED - there is already a global-status in the system with this name|STATUT DE LA CAMPAGNE NON AJOUTE - il y a déjà un statut global dans le système avec ce nom|
CAMPAIGN STATUS NOT ADDED - Please go back and look at the data you entered|STATUT DE LA CAMPAGNE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
status must be between 1 and 8 characters in length|le statut doit contenir entre 1 et 8 caractères|
status name must be between 2 and 30 characters in length|le nom du statut doit contenir entre 2 et 30 caractères|
CAMPAIGN HOT KEY NOT ADDED - there is already a campaign hot key in the system with this hot key|RACCOURCI CLAVIER DE LA CAMPAGNE NON AJOUTE - il y a déjà un raccourci clavier pour la campagne dans le système avec ce raccourci|
CAMPAIGN HOT KEY NOT ADDED - Please go back and look at the data you entered|RACCOURCI CLAVIER DE LA CAMPAGNE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
hot key must be a single character between 1 and 9|le raccourci clavier doit être un seul caractère entre 1 et 9|
LIST NOT ADDED - there is already a list in the system with this ID|LISTE NON AJOUTEE - il y a déjà une liste avec ce nom dans le système|
LIST NOT ADDED - Please go back and look at the data you entered|LISTE NON AJOUTEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
List ID must be between 2 and 8 characters in length|L'ID de la liste doit contenir entre 2 et 8 caractères|
List name must be at least 2 characters in length|Le nom de la liste doit contenir au moins 2 caractères|
GROUP NOT ADDED - there is already a group in the system with this ID|GROUPE NON AJOUTE - il y a déjà un groupe dans le système avec cet identifiant|
GROUP NOT ADDED - Please go back and look at the data you entered|GROUPE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Group ID must be between 2 and 20 characters in length and contain no|L'ID du groupe doit contenir entre 2 et 20 caractères et ne contenir aucun|
Group name and group color must be at least 2 characters in length|Le nom et la couleur du groupe doivent contenir au moins 2 caractères|
REMOTE AGENTS NOT ADDED - there is already a remote agents entry starting with this userID|AGENT DISTANT NON AJOUTE - il y a déjà un agent distant avec cet identifiant|
REMOTE AGENTS NOT ADDED - Please go back and look at the data you entered|AGENT DISTANT NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
User ID start and external extension must be at least 2 characters in length|Le début de l'ID de l'utilisateur et l'extension externe doivent contenir au moins 2 caractères|
USER GROUP NOT ADDED - there is already a user group entry with this name|GROUP D'UTILISATEURS NON AJOUTE - il y a déjà un groupe d'utilisateurs avec ce nom|
USER GROUP NOT ADDED - Please go back and look at the data you entered|GROUPE D'UTILISATEURS NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Group name and description must be at least 2 characters in length|Le nom et la description du groupe doivent contenir au moins 2 caractères|
USER NOT MODIFIED - Please go back and look at the data you entered|UTILISATEUR NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Password and Full Name each need ot be at least 2 characters in length|Le mot de passe et le nom complet doivent chacun contenir au moins 2 caractères|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|CAMPAGNE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign name needs to be at least 6 characters in length|le nom de la campagne doit contenir au moins 6 caractères|
RESETTING CAMPAIGN LEAD HOPPER|REINITIALISATION DU DISTRIBUTEUR DE FICHES DE LA CAMPAGNE|
Wait 1 minute before dialing next number|Attendre 1 minute avant l'appel du numéro suivant|
CAMPAIGN STATUS NOT MODIFIED - Please go back and look at the data you entered|STAUT DE LA CAMPAGNE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign id needs to be at least 2 characters in length|L'ID de la campagne doit contenir au moins 2 caractères|
the campaign status needs to be at least 1 characters in length|Le statut de la campagne doit contenir au moins 1 caractère|
CUSTOM CAMPAIGN STATUS DELETED|STATUT PERSONNALISE DE LA CAMPAGNE SUPPRIME|
CAMPAIGN HOT KEY NOT MODIFIED - Please go back and look at the data you entered|RACCOURCI CLAVIER DE LA CAMPAGNE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign hot key needs to be at least 1 characters in length|le raccourci clavier doit contenir au moins 1 caractère|
CUSTOM CAMPAIGN HOT KEY DELETED|RACCOURCI CLAVIER PERSONNALISE DE LA CAMPAGNE SUPPRIME|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|CAMPAGNE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign name needs to be at least 6 characters in length|le nom de la campagne doit contenir au moins 6 caractères|
LIST NOT MODIFIED - Please go back and look at the data you entered|LISTE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
list name must be at least 2 characters in length|le nom de la liste doit contenir au moins 2 caractères|
REMOVING LIST HOPPER LEADS FROM OLD CAMPAIGN HOPPER|ENLEVER LES FICHES DU VIEUX DISTRIBUTEUR DE FICHES DE LA CAMAPGNE|
GROUP NOT MODIFIED - Please go back and look at the data you entered|GROUPE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
group name and group color must be at least 2 characters in length|le nom et la couleur du groupe doivent contenir au moins 2 caractères|
REMOTE AGENTS NOT MODIFIED - Please go back and look at the data you entered|AGENT DISTANT NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
User ID Start and External Extension must be at least 2 characters in length|Le début de l'ID de l'utilisateur et l'extension externe doivent contenir au moins 2 caractères|
REMOTE AGENTS MODIFIED|AGENTS DISTANTS MODIFIES|
USER GROUP NOT MODIFIED - Please go back and look at the data you entered|GROUPE D'UTILISATEURS NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Group name and description must be at least 2 characters in length|Le nom et la description du groupe doivent contenir au moins 2 caractères|
MODIFY A USERS RECORD|MODIFIER UN ENREGISTREMENT D'UTILISATEURS|
Click here for user stats|Cliquez ici pour les statistiques de l'utilisateur|
MODIFY A CAMPAIGNS RECORD|MODIFIER UN ENREGISTREMENT DE CAMPAGNES|
CONFERENCES TABLE|TABLE DES CONFERENCES|
Conference Number -<\/B> This field is where you put the meetme conference dialpna number. It is also recommended that the meetme number in meetme.conf matches this number for each entry. This is for the conferences in astGUIclient and is used for leave-3way-call functionality in VICIDIAL|Numéro de la conférence -</B> Ce champ permet de mettre le numéro du meetme pour les conférences. Il est aussi recommandé que le numéro du meetme dans meetme.conf corresponde à ce numéro pour chaque entrée. C'est pour les conférences dans astGUIclient et est utilisé pour la fonction leave-3way-call dans VICIDIAL|
Server IP -<\/B> The menu where you select the Asterisk server that this conference will be on|IP du serveur -</B> C'est le menu dans lequel vous choisissez le serveur Asterisk sur lequel sera cette conférence|
PHONE NOT ADDED - there is already a Phone in the system with this extension\/server|TELEPHONE NON AJOUTE - il y a déjà un téléphone dans le systéme avec cette extension/serveur|
PHONE NOT ADDED - Please go back and look at the data you entered|TELEPHONE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
PHONE ADDED|TELEPHONE AJOUTE|
SERVER NOT ADDED - there is already a server in the system with this ID|SERVEUR NON AJOUTE - il y a déjà un serveur dans le système avec cet ID|
SERVER NOT ADDED - Please go back and look at the data you entered|SERVEUR NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
SERVER ADDED|SERVEUR AJOUTE|
CONFERENCE NOT ADDED - there is already a conference in the system with this ID and server|CONFERENCE NON AJOUTEE - il y a déjà une conférence dans le système avec cet ID|
CONFERENCE NOT ADDED - Please go back and look at the data you entered|CONFERENCE NON AJOUTEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
CONFERENCE ADDED|CONFERENCE AJOUTEE|
PHONE NOT MODIFIED - there is already a Phone in the system with this extension\/server|TELEPHONE NON MODIFIE - il y a déjà un téléphone dans le système avec cette extension/server|
PHONE NOT MODIFIED - Please go back and look at the data you entered|TELEPHONE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
PHONE MODIFIED|TELEPHONE MODIFIE|
SERVER NOT MODIFIED - there is already a server in the system with this server_ip|SERVEUR NON MODIFIE - il y a déjà un serveur dans le système avec cet ID|
SERVER NOT MODIFIED - Please go back and look at the data you entered|SERVEUR NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
SERVER MODIFIED|SERVEUR MODIFIE|
CONFERENCE NOT MODIFIED - there is already a Conference in the system with this extension-server|CONFERENCE NON MODIFIEE - il y a déjà une conférence dans le système avec cette extension-serveur|
CONFERENCE NOT MODIFIED - Please go back and look at the data you entered|CONFERENCE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
You do not have permissions to modify this user|Vous n'avez pas les permissions pour modifier cet utilisateur|
Click here to delete user|Cliquez ici pour supprimer cet utilisateur|
Please go back and look at the data you entered|Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Click here to delete campaign|Cliquez ici pour supprimer cette campagne|
Click here to delete list and all of its leads|Cliquez ici pour supprimer cette liste et toutes ses fiches|
REMOVING LIST LEADS FROM VICIDIAL_LIST TABLE|SUPPRIMER LES FICHES DE LA LISTE DE LA TABLE VICIDIAL_LIST|
Click here to delete in-group|Cliquer ici pour supprimer le in-group|
Click here to delete remote agent|Cliquez ici pour supprimer l'agent distant|
Click here to delete user group|Cliquez ici pour supprimer le groupe d'utilisateurs|
Click here to delete phone|Cliquez ici pour supprimer le téléphone|
there is already a script entry with this name|il y a déjà un script existant avec ce nom|
Script name, description and text must be at least 2 characters in length|Les nom, description et texte du script doivent contenir au moins 2 caractères|
Click here to delete script|Cliquez ici pour supprimer le script|
Phone Login|Login du téléphone|
Phone Pass|Mot de passe du téléphone|
Delete Users|Supprimer les utilisateurs|
Delete User Groups|Supprimer les groupes utilisateurs|
Delete Lists|Supprimer les listes|
Delete Campaigns|Supprimer les campagnes|
Delete In-Groups|Supprimer les in-groups|
Delete Remote Agents|Supprimer les agents distants|
Delete Script|Supprimer les scripts|
Load Leads|Charger des fiches|
Campaign Detail|Détails de la campagne|
AGC Admin Access|Accès administateur de l'AGC|
AGC Delete Phones|Supprimer les téléphones AGC|
SCRIPT NOT ADDED|SCRIPT NON AJOUTE|
SCRIPT ADDED|SCRIPT AJOUTE|
SCRIPT NOT MODIFIED|SCRIPT NON MODIFIE|
SCRIPT MODIFIED|SCRIPT MODIFIE|
DELETE THIS USER|SUPPRIMER CET UTILISATEUR|
DELETE THIS CAMPAIGN|SUPPRIMER CETTE CAMPAGNE|
DELETE THIS LIST|SUPPRIMER CETTE LISTE|
DELETE THIS IN-GROUP|SUPPRIMER CE IN-GROUP|
DELETE THIS REMOTE AGENT|SUPPRIMER CET AGENT DISTANT|
DELETE THIS USER GROUP|SUPPRIMER CE GROUPE |
DELETE THIS PHONE|SUPPRIMER CE TELEPHONE|
DELETE THIS SCRIPT|SUPPRIMER CE SCRIPT|
USER NOT DELETED|UTILISATEUR NON SUPPRIME|
CAMPAIGN NOT DELETED|CAMPAGNE NON SUPPRIMEE|
