# it_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=it
# current languages in the file:
# - English - (en) no alterations
# - Italian - (it) first column
***LANGUAGES***
en-English|it-Italiano|
Vicidial Recording -<\/B> This option can prevent an agent from doing any recordings after they log in to vicidial. This option must be on for vicidial to follow the campaign recording session|grabacion de Vicidial -</B> esta opcio`n puede evitar que un agente haga cualquier grabacion despue`s de que se abran una sesio`n a vicidial. Esta opcio`n debe estar encendido para que vicidial siga la sesio`n de la grabacion de la campaña|
Vicidial Transfers -<\/B> This option can prevent an agent from opening the transfer - conference session of vicidial. If this is disabled, the agent cannot third party call or blind transfer any calls|Vicidial transfiere -</B> esta opcio`n puede evitar que un agente abra la transferencia - la sesio`n de la conferencia de vicidial. Si esto es lisiado, el agente no puede llamada de los terceros o la transferencia oculta cualquiera llama|
Delete Filters -<\/B> This option allows the user to be able to delete vicidial lead filters from the system|La cancelacio`n se filtra -</B> esta opcio`n permite que el usuario pueda suprimir los filtros vicidial del plomo del sistema|
Alter Agent Interface Options -<\/B> This option if set to 1 allows the administrative user to modify the Agents interface options in admin.php|Altere las opciones de interfaz del agente -</B> esta opcio`n si el sistema a 1 permite que el usuario administrativo modifique las opciones de interfaz de los agentes en admin.php|
Closer Default Blended -<\/B> This option simply defaults the Blended checkbox on a CLOSER login screen|Un defecto más cercano mezclado -</B> esta opcio`n omite simplemente el checkbox mezclado en una pantalla MÁS CERCANA de la conexion|
FILTER NOT ADDED - there is already a filter entry with this ID|FILTRO NON AGGIUNTO - Esiste gia` un altro filtro con questo ID|
Filter ID, name and SQL must be at least 2 characters in length|ID Filtro, nome e SQL devono essere lunghi almeno 2 caratteri|
Filter ID must be at least 2 characters in length|ID Filtro deve essere lungo almeno 2 caratteri|
Please go back and look at the data you entered|Per favore torna indietro e ricontrolla i dati inseriti|
CLICK HERE TO GO TO THE SUPER LEAD LOADER|CLICCA QUI PER ACCEDERE AL `SUPER LEAD LOADER`|
BACK TO ADMIN|TORNA AD AMMINISTRAZIONE|
File layout to use|Struttura del file da usare|
Standard VICIDIAL|Standard VICIDIAL|
Custom layout|Struttura personalizzata|
CLICK HERE TO GO TO THE BASIC LEAD LOADER|CLICCA QUI PER ACCEDERE AL CARICATORE CONTATTI STANDARD|
SUPER LIST LOADER|SUPER LIST LOADER|
OK TO PROCESS|OK PER ELABORARE|
File data|Dati File|
short description of the filter|breve descrizione del filtro|
Alter Agent Interface Options: |Modifica Opzioni Interfaccia Operatore: |
Click here to delete filter |Clicca qui per cancellare il filtro|
FILTER DELETION COMPLETED:|CANCELLAZIONE FILTRO COMPLETATA:|
ADMIN INTERFACE OPTIONS:|OPZIONI INTERFACCIA AMMINISTRATORE:|
AGENT INTERFACE OPTIONS:|OPZIONI INTERFACCIA OPERATORE:|
Time range:|Intervallo Di Tempo:|
Closer Default Blended:|Un Defecto Más cercano Mezclado:|
Agent Alt Num Dialing:|El Marcar Nume`rico Del Alt Del Agente:|
Scheduled Callbacks:|Servicios repetidos Programar:|
Agent-Only Callbacks:|Richiami esclusivi dell`operatore:|
New Filter Addition|Nueva Adicio`n Del Filtro|
LEAD FILTER LISTINGS:|ELENCO FILTRI CONTATTI:|
FILTER NOT MODIFIED|FILTRO NON MODIFICATO|
FILTER NOT DELETED|FILTRO NON CANCELLATO|
DELETE THIS FILTER|CANCELLA QUESTO FILTRO|
FILTER NOT ADDED|FILTRO NON AGGIUNTO|
Filter Comments: |Commenti Del Filtro: |
FILTER MODIFIED|FILTRO MODIFICATO|
MODIFY A FILTER|MODIFICA UN FILTRO|
ADD NEW FILTER|AGGIUNGI NUOVO FILTRO|
Add New Filter|Agiungi Nuovo Filtro|
Modify Filter|Modifica Filtro|
Delete Filter|Cancella Filtro|
Filter Name: |Nome Del Filtro:|
FILTER ADDED:|FILTRO AGGIUNTO:|
VIEW FILTERS|VISUALIZZA FILTRI|
Lead Filter:|Filtro Contatti:|
Filter SQL:|Filtro Sql:|
Users List|Lista Utenti|
Filter ID: |ID Filtro:|
Filters|Filtri|
Agent Call Manual|Chiamata Manuale Operatore|
Vicidial Recording|Registrazione Vicidial|
Vicidial Transfers|Trasferimenti Vicidial|
Click here for user time sheet|Clicca qui per la tabella degli orari dell`utente|
Click here for user status|Clicca qui per visualizzare lo stato dell`utente|
Click here for user CallBack Holds|Clicca qui per i richiami dell`utente|
Lead Filter|Filtro Contatti|
Click here to see all CallBack Holds in this campaign|Clicca qui per visualizzare tutti i richiami in attesa per questa campagna|
Click here to see all CallBack Holds in this list|Clicca qui per visualizzare tutti i richiami in attesa in questa lista|
STATUS NAME|NOME ESITO|
Script ID|ID Script:|
Script Name|Nome Script|
Script Comments|Note Script|
Script Text|Testo Script|
ADD FILTER|AGGIUNGI FILTRO|
overall_user_level: orders by the user_level of the agent as defined in the vicidial_users table a higher user_level will receive more calls|overall_user_level: las o`rdenes por el user_level del agente según lo definido en los vicidial_users tabulan un user_level más alto recibirán más llamadas|
VICIDIAL LIST LOADER FUNCTIONALITY|FUNCIONALIDAD DEL CARGADOR DE LA LISTA DE VICIDIAL|
The VICIDIAL basic web-based lead loader is designed simply to take a lead file - up to 8MB in size - that is either tab or pipe delimited and load it into the vicidial_list table. There is also a new beta version super lead loader that allows for field choosing and TXT- Plain Text, CSV- Comma Separated Values and XLS- Excel file formats. The lead loader does not do data validation or check for duplicates in itself or other lists, so that is something you need to do before you load the leads. Also, make sure that you have created the list that these leads are to be under so that you can use them. There is also the matter of time-zone-coding these leads. You may want to increase the frequency that the ADMIN_adjust_GMTnow_on_leads.pl is being run in the cron on your Asterisk server so that any loaded leads can be coded faster. Here is a list of the fields in their proper order for the lead files|El VICIDIAL tela-baso` cargador del plomo se diseña simplemente llevar un file(up del plomo 8MB de tamaño) que es lengüeta o pipa delimitada y cargarlo en la tabla del vicidial_list. Hay Tambien un cargador estupendo nuevo del plomo de la versio`n beta que permite para el campo que elige y de TXT- el texto claramente, los valores separados coma de CSV- y XLS- sobresalen formatos del archivo. El cargador del plomo no hace la validacio`n de datos o la comprobacio`n para duplicados en sí mismo u otras listas, de modo que este` algo usted necesita hacer antes de usted la carga los plomos. Tambien, cercio`rese de que usted haya creado la lista que estos plomos son estar debajo de modo que usted pueda utilizarlos. Hay Tambien la materia de la tiempo-zona-codificacio`n estos plomos. Usted puede desear aumentar la frecuencia que el ADMIN_adjust_GMTnow_on_leads.pl se está funcionando en el cron en su servidor del asterisco para poder cifrar cualquier plomo cargado más rápidamente. Aquí está una lista de los campos en su orden apropiada para los archivos del plomo|
NOTES: The Excel Lead loader functionality is enabled by a series of perl scripts and needs to have a properly configured /home/cron/AST_SERVER_conf.pl file in place on the web server. Also, a couple perl modules must be loaded for it to work as well - OLE-Storage_Lite and Spreadsheet-ParseExcel. You can check for runtime errors in these by looking at your apache error_log file|NOTAS: La funcionalidad del cargador del plomo del sobresalir es permitida por una serie de escrituras del Perl y necesita tener un archivo correctamente configurado de /home/cron/AST_SERVER_conf.pl en lugar en el web server. Tambien, los mo`dulos de un Perl de los pares se deben cargar para ella para trabajar Tambien - oLE-Storage_Lite-Storage_Lite y la Hoja de balance-ParseExcel. Usted puede comprobar para saber si hay errores runtime en estos mirando su archivo del error_log de apache|
Vendor Lead Code - shows up in the Vendor ID field of the GUI|Co`digo del plomo del vendedor - demuestra para arriba en el campo de la identificacio`n del vendedor del GUI|
Source Code - internal use only for admins and DBAs|Co`digo de fuente - uso interno solamente para los admins y DBAs|
List ID - the list number that these leads will show up under|Identificacio`n de la lista - el número de la lista que estos plomos demostrarán para arriba debajo|
Phone Code - the prefix for the phone number - 1 for US, 01144 for UK, 01161 for AUS, etc|Co`digo del telefono - el prefijo para el telefono number(1 para los E.E.U.U., 01144 para Reino Unido, 01161 para AUS, el etc)|
Phone Number - must be at least 8 digits long|Número de telefono - debe ser por lo menos 8 dígitos de largo|
Title - title of the customer - Mr. Ms. Mrs, etc...|Título - título del customer(Mr. Ms señ., etc...)|
NOTE: It can take up to 30 seconds for changes submitted on this screen to go live|NOTA: Potrebbero passare fino a 30 secondi prima che le modifiche qui effettuate possano essere accettate|
USER NOT ADDED - there is already a user in the system with this user number|UTENTE NON AGGIUNTO - Esiste gia` un utente nel sistema con questo numero utente|
USER NOT ADDED - Please go back and look at the data you entered|UTENTE NON AGGIUNTO - Per favore torna indietro e ricontrolla i dati inseriti|
user id must be between 2 and 8 characters long|L`ID utente deve essere lungo tra i 2 e gli 8 caratteri|
full name and password must be at least 2 characters long|il nome e la password devono essere lunghi almeno 2 caratteri|
CAMPAIGN NOT ADDED - there is already a campaign in the system with this ID|CAMPAGNA NON AGGIUNTA - Esiste gia` una campagna nel sistema con questo ID|
CAMPAIGN NOT ADDED - Please go back and look at the data you entered|CAMPAGNA NON AGGIUNTA - Per favore torna indietro e ricontrolla i dati inseriti|
campaign ID must be between 2 and 8 characters in length|L`ID Campagna deve essere lungo tra i 2 e gli 8 caratteri|
campaign name must be between 6 and 40 characters in length|il nome della campagna deve essere lungo tra i 6 e i 40 caratteri|
CAMPAIGN STATUS NOT ADDED - there is already a campaign-status in the system with this name|ESITO CAMPAGNA NON AGGIUNTO - Esiste gia` un esito campagna con questo nome|
CAMPAIGN STATUS NOT ADDED - there is already a global-status in the system with this name|ESITO CAMPAGNA NON AGGIUNTO - esiste gia` un esito globale con questo nome|
CAMPAIGN STATUS NOT ADDED - Please go back and look at the data you entered|ESITO CAMPAGNA NON AGGIUNTO - Per favore torna indietro e ricontrolla i dati inseriti|
status must be between 1 and 8 characters in length|l`esito deve essere lungo tra 1 e 8 caratteri|
status name must be between 2 and 30 characters in length|il nome dell`esito deve essere lungo tra i 2 e i 30 caratteri|
CAMPAIGN HOT KEY NOT ADDED - there is already a campaign hot key in the system with this hot key|CAMPAÚA HOT KEY NO AGREGADA - hay ya una campaña hot key en el sistema con este hot key|
CAMPAIGN HOT KEY NOT ADDED - Please go back and look at the data you entered|CAMPAÚA HOT KEY NO AGREGADA - Per favore torna indietro e ricontrolla i dati inseriti|
hot key must be a single character between 1 and 9|el hot key debe ser un solo carácter entre 1 y 9|
LIST NOT ADDED - there is already a list in the system with this ID|LISTA NON AGGIUNTA - Esiste gia` una lista nel sistema con questo ID|
LIST NOT ADDED - Please go back and look at the data you entered|LISTA NON AGGIUNTA - Per favore torna indietro e ricontrolla i dati inseriti|
List ID must be between 2 and 8 characters in length|La ID de la lista debe estar entre 2 y 8 caracteres en longitud|
List name must be at least 2 characters in length|El nombre de la lista debe ser por lo menos 2 caracteres en longitud|
GROUP NOT ADDED - there is already a group in the system with this ID|GRUPPO NON AGGIUNTO - l`ID specificato e` associato ad un gruppo gia` presente in sistema|
GROUP NOT ADDED - Please go back and look at the data you entered|GRUPPO NON AGGIUNTO - per favore torna indietro e ricontrolla i dati inseriti|
Group ID must be between 2 and 20 characters in length and contain no|L`ID deve essere lungo tra i 2 e i 20 caratteri e non deve contenere|
Group name and group color must be at least 2 characters in length|Il nome ed il colore del gruppo devono essere lunghi almeno 2 caratteri|
REMOTE AGENTS NOT ADDED - there is already a remote agents entry starting with this userID|AGENTES ALEJADOS NO AGREGADOS - hay ya una entrada alejada de los agentes comenzando con esta ID del usuario|
REMOTE AGENTS NOT ADDED - Please go back and look at the data you entered|AGENTES ALEJADOS NO AGREGADOS - Per favore torna indietro e ricontrolla i dati inseriti|
User ID start and external extension must be at least 2 characters in length|El comienzo de la ID del usuario y la extension externa deben ser por lo menos 2 caracteres en longitud|
USER GROUP NOT ADDED - there is already a user group entry with this name|GRUPO de USUARIO NO AGREGADO - hay ya una entrada del grupo de usuario con este nombre|
USER GROUP NOT ADDED - Please go back and look at the data you entered|GRUPO de USUARIO NO AGREGADO - Per favore torna indietro e ricontrolla i dati inseriti|
Group name and description must be at least 2 characters in length|El nombre y la descripcio`n de grupo deben ser por lo menos 2 caracteres en longitud|
USER NOT MODIFIED - Please go back and look at the data you entered|USUARIO NO MODIFICADO - Per favore torna indietro e ricontrolla i dati inseriti|
Password and Full Name each need ot be at least 2 characters in length|La contraseña y el nombre completo cada ot de la necesidad sean por lo menos 2 caracteres en longitud|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|CAMPAÚA NO MODIFICADA - Per favore torna indietro e ricontrolla i dati inseriti|
the campaign name needs to be at least 6 characters in length|el nombre de la campaña necesita ser por lo menos 6 caracteres en longitud|
RESETTING CAMPAIGN LEAD HOPPER|REAJUSTE DE LA TOLVA DEL PLOMO DE LA CAMPAÚA|
Wait 1 minute before dialing next number|Espera 1 minuto antes de marcar el número siguiente|
CAMPAIGN STATUS NOT MODIFIED - Please go back and look at the data you entered|ESTADO de la CAMPAÚA NO MODIFICADO - Per favore torna indietro e ricontrolla i dati inseriti|
the campaign id needs to be at least 2 characters in length|la ID de la campaña necesita ser por lo menos 2 caracteres en longitud|
the campaign status needs to be at least 1 characters in length|el estado de la campaña necesita ser por lo menos los caracteres 1 en longitud|
CUSTOM CAMPAIGN STATUS DELETED|ESTADO DE ENCARGO DE LA CAMPAÚA SUPRIMIDO|
CAMPAIGN HOT KEY NOT MODIFIED - Please go back and look at the data you entered|CAMPAÚA HOT KEY NO MODIFICADA - Per favore torna indietro e ricontrolla i dati inseriti|
the campaign hot key needs to be at least 1 characters in length|el hot key de la campaña necesita ser por lo menos los caracteres 1 en longitud|
CUSTOM CAMPAIGN HOT KEY DELETED|LA CAMPAÚA DE ENCARGO HOT KEY SUPRIMIÚ|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|CAMPAÚA NO MODIFICADA - Per favore torna indietro e ricontrolla i dati inseriti|
the campaign name needs to be at least 6 characters in length|el nombre de la campaña necesita ser por lo menos 6 caracteres en longitud|
LIST NOT MODIFIED - Please go back and look at the data you entered|LISTA NO MODIFICADA - Per favore torna indietro e ricontrolla i dati inseriti|
list name must be at least 2 characters in length|el nombre de la lista debe ser por lo menos 2 caracteres en longitud|
REMOVING LIST HOPPER LEADS FROM OLD CAMPAIGN HOPPER|QUITAR LOS PLOMOS DE LA TOLVA DE LA LISTA DE VIEJA TOLVA DE LA CAMPAÚA|
GROUP NOT MODIFIED - Please go back and look at the data you entered|GRUPO NO MODIFICADO - Per favore torna indietro e ricontrolla i dati inseriti|
group name and group color must be at least 2 characters in length|el color del nombre de grupo y del grupo debe ser por lo menos 2 caracteres en longitud|
REMOTE AGENTS NOT MODIFIED - Please go back and look at the data you entered|AGENTES ALEJADOS NO MODIFICADOS - Per favore torna indietro e ricontrolla i dati inseriti|
User ID Start and External Extension must be at least 2 characters in length|El comienzo de la ID del usuario y la extension externa deben ser por lo menos 2 caracteres en longitud|
REMOTE AGENTS MODIFIED|LOS AGENTES ALEJADOS SE MODIFICARON|
USER GROUP NOT MODIFIED - Please go back and look at the data you entered|GRUPO de USUARIO NO MODIFICADO - Per favore torna indietro e ricontrolla i dati inseriti|
Group name and description must be at least 2 characters in length|El nombre y la descripcio`n de grupo deben ser por lo menos 2 caracteres en longitud|
MODIFY A USERS RECORD|MODIFICA UN UTENTE|
Click here for user stats|Clicca qui per le statistiche dell`utente|
MODIFY A CAMPAIGNS RECORD|MODIFIQUE Un EXPEDIENTE De las CAMPAÚAS|
CONFERENCES TABLE|TABLA DE CONFERENCIAS|
Conference Number -<\/B> This field is where you put the meetme conference dialpna number. It is also recommended that the meetme number in meetme.conf matches this number for each entry. This is for the conferences in astGUIclient and is used for leave-3way-call functionality in VICIDIAL|Número de la conferencia -</B> este campo es donde usted pone el número del dialpna de la conferencia del meetme. Tambien se recomienda que el número del meetme en meetme.conf empareja este número para cada entrada. Esto está para las conferencias en astGUIclient y se utiliza para la funcionalidad de leave-3way-call en VICIDIAL|
Server IP -<\/B> The menu where you select the Asterisk server that this conference will be on|IP del servidor -</B> El menú donde usted selecciona el servidor del asterisco que esta conferencia estará encendido|
PHONE NOT ADDED - there is already a Phone in the system with this extension\/server|telefonO NO AGREGADO - hay ya un telefono en el sistema con esta extension/servidor|
PHONE NOT ADDED - Please go back and look at the data you entered|telefonO NO AGREGADO - Per favore torna indietro e ricontrolla i dati inseriti|
PHONE ADDED|TELEFONO AGGIUNTO|
SERVER NOT ADDED - there is already a server in the system with this ID|SERVER NON AGGIUNTO - Esiste gia` un altro server nel sistema con questo ID|
SERVER NOT ADDED - Please go back and look at the data you entered|SERVER NON AGGIUNTO - Per favore torna indietro e ricontrolla i dati inseriti|
SERVER ADDED|SERVER AGGIUNTO|
CONFERENCE NOT ADDED - there is already a conference in the system with this ID and server|CONFERENZA NON AGGIUNTA - Esiste gia` una conferenza nel sistema con questo ID e server|
CONFERENCE NOT ADDED - Please go back and look at the data you entered|CONFERENZA NON AGGIUNTA - Per favore torna indietro e ricontrolla i dati inseriti|
CONFERENCE ADDED|CONFERENZA AGGIUNTA|
PHONE NOT MODIFIED - there is already a Phone in the system with this extension\/server|TELEFONO NON MODIFICATO - Esiste gia` un Telefono nel sistema con questo interno\/server|
PHONE NOT MODIFIED - Please go back and look at the data you entered|TELEFONO NON MODIFICATO - Per favore torna indietro e ricontrolla i dati inseriti|
PHONE MODIFIED|TELEFONO MODIFICATO|
SERVER NOT MODIFIED - there is already a server in the system with this server_ip|SERVIDOR NO MODIFICADO - hay ya un servidor en el sistema con este server_ip|
SERVER NOT MODIFIED - Please go back and look at the data you entered|SERVIDOR NO MODIFICADO - Per favore torna indietro e ricontrolla i dati inseriti|
SERVER MODIFIED|SERVER MODIFICATO|
CONFERENCE NOT MODIFIED - there is already a Conference in the system with this extension-server|CONFERENCIA - hay ya una conferencia en el sistema con esta extension - servidor NO MODIFICADO|
CONFERENCE NOT MODIFIED - Please go back and look at the data you entered|CONFERENCIA NO MODIFICADA - Per favore torna indietro e ricontrolla i dati inseriti|
You do not have permissions to modify this user|Non hai l`autorizzazione per modificare questo utente|
Click here to delete user|Clicca qui per cancellare questo utente|
Please go back and look at the data you entered|Per favore torna indietro e ricontrolla i dati inseriti|
Click here to delete campaign|Clicca qui per cancellare la campagna|
Click here to delete list and all of its leads|Clicca qui per cancellare la lista e tutti i suoi contatti|
REMOVING LIST LEADS FROM VICIDIAL_LIST TABLE|QUITAR LOS PLOMOS DE LA LISTA DE LA TABLA DE VICIDIAL_LIST|
Click here to delete in-group|Clicca qui per cancellare il gruppo inbound|
Click here to delete remote agent|Chasque aquí para suprimir el agente alejado|
Click here to delete user group|Chasque aquí para suprimir a grupo de usuario|
Click here to delete phone|Clicca qui per cancellare il telefono|
there is already a script entry with this name|hay ya una entrada de la escritura con este nombre|
Script name, description and text must be at least 2 characters in length|El nombre, la descripcio`n y el texto de la escritura deben ser por lo menos 2 caracteres en longitud|
Click here to delete script|Clicca qui per cancellare lo script|
Phone Login|Login Telefono|
Phone Pass|Password Telefono|
Delete Users|Cancella Utenti|
Delete User Groups|Suprima a grupos de usuario|
Delete Lists|Cancella Liste|
Delete Campaigns|Cancella Campagne|
Delete In-Groups|En-Grupos de la cancelacio`n|
Delete Remote Agents|Suprima los agentes alejados|
Delete Script|Cancella Script|
Load Leads|Carica Contatti|
Campaign Detail|Dettagli Campagna|
AGC Admin Access|Acceso de AGC Admin|
AGC Delete Phones|La cancelacio`n de AGC telefona|
SCRIPT NOT ADDED|SCRIPT NON AGGIUNTO|
SCRIPT ADDED|SCRIPT AGGIUNTO|
SCRIPT NOT MODIFIED|SCRIPT NON MODIFICATO|
SCRIPT MODIFIED|SCRIPT MODIFICATO|
DELETE THIS USER|CANCELLA QUESTO UTENTE|
DELETE THIS CAMPAIGN|CANCELLA QUESTA CAMPAGNA|
DELETE THIS LIST|CANCELLA QUESTA LISTA|
DELETE THIS IN-GROUP|CANCELLA QUESTO GRUPPO INBOUND|
DELETE THIS REMOTE AGENT|SUPRIMA ESTE AGENTE ALEJADO|
DELETE THIS USER GROUP|CANCELLA QUESTO GRUPPO UTENTI|
DELETE THIS PHONE|CANCELLA QUESTO TELEFONO|
DELETE THIS SCRIPT|CANCELLA QUESTO SCRIPT|
USER NOT DELETED|UTENTE NON CANCELLATO|
CAMPAIGN NOT DELETED|CAMPAGNA NON CANCELLATA|
LIST NOT DELETED|LISTA NON CANCELLATA|
IN-GROUP NOT DELETED|GRUPPO INBOUND NON CANCELLATO|
REMOTE AGENT NOT DELETED|AGENTE ALEJADO NO SUPRIMIDO|
USER GROUP NOT DELETED|GRUPO DE USUARIO NO SUPRIMIDO|
PHONE NOT DELETED|TELEFONO NON CANCELLATO|
SCRIPT NOT DELETED|SCRIPT NON CANCELLATO|
USER DELETION CONFIRMATION|CONFIRMACIo`N DE LA CANCELADURA DEL USUARIO|
USER DELETION COMPLETED|CANCELADURA DEL USUARIO TERMINADA|
CAMPAIGN DELETION CONFIRMATION|CONFIRMACIo`N DE LA CANCELADURA DE LA CAMPAÑA|
CAMPAIGN DELETION COMPLETED|LA CANCELADURA DE LA CAMPAÑA TERMINo`|
Logout Agents|Disconnetti Operatori|
AGENTS NOT LOGGED OUT OF CAMPAIGN|OPERATORI NON DISCONNESSI DALLA CAMPAGNA|
AGENT LOGOUT CONFIRMATION|CONFERMA DISCONNESSIONE OPERATORE|
Click here to log all agents out of|Clicca qui per disconnettere tutti gli operatori|
AGENT LOGOUT COMPLETED|DISCONNESSIONE OPERATORI COMPLETATA|
LOG ALL AGENTS OUT OF THIS CAMPAIGN|DISCONNETTI TUTTI GLI OPERATORI DI QUESTA CAMPAGNA|
LIST DELETION CONFIRMATION|CONFIRMACIo`N DE LA CANCELADURA DE LA LISTA|
LIST DELETION COMPLETED|LA CANCELADURA DE LA LISTA TERMINo`|
IN-GROUP DELETION CONFIRMATION|CONFERMA ELIMINAZIONE GRUPPO INBOUND|
IN-GROUP DELETION COMPLETED|ELIMINAZIONE GRUPPO INBOUND COMPLETATA|
REMOTE AGENT DELETION CONFIRMATION|CONFIRMACIo`N ALEJADA DE LA CANCELADURA DEL AGENTE|
REMOTE AGENT DELETION COMPLETED|CANCELADURA ALEJADA DEL AGENTE TERMINADA|
USER GROUP DELETION CONFIRMATION|CONFIRMACIo`N DE LA CANCELADURA DEL GRUPO DE USUARIO|
USER GROUP DELETION COMPLETED|CANCELADURA DEL GRUPO DE USUARIO TERMINADA|
PHONE DELETION CONFIRMATION|CONFIRMACIo`N DE LA CANCELADURA DEL telefonO|
PHONE DELETION COMPLETED|LA CANCELADURA DEL telefonO TERMINo`|
SCRIPT DELETION CONFIRMATION|CONFIRMACIo`N DE LA CANCELADURA DE LA ESCRITURA|
SCRIPT DELETION COMPLETED|CANCELADURA DE LA ESCRITURA TERMINADA|
Preview Script|Anteprima Script|
MODIFY A SCRIPT|MODIFICA SCRIPT|
title of the script|titolo script|
CONFERENCE MODIFIED|CONFERENCIA MODIFICADA|
MODIFY A PHONE RECORD|MODIFICANDO EL telefonO|
THE END|FINE|
LIST ALL PHONES|MOSTRA TUTTI I TELEFONI|
ADD A NEW PHONE|AGGIUNGI UN NUOVO TELEFONO|
SEARCH FOR A PHONE|CERCA UN TELEFONO|
ADD A SERVER|AGGIUNGI UN SERVER|
LIST ALL SERVERS|MOSTRA TUTTI I SERVER|
SHOW ALL CONFERENCES|MOSTRA TUTTE LE CONFERENZE|
ADD A NEW CONFERENCE|CREA UNA NUOVA CONFERENZA|
>ADD A NEW VICIDIAL CONFERENCE<|>CREA UNA NUOVA CONFERENZA VICIDIAL<|
AMD Send to VM exten|AMD envían a la VM exten|
Transfer-Conf DTMF|Transfiera -Conf DTMF|
Transfer-Conf Number|Transfiera -Conf El Número|
Hot Keys Active|Hot Keys Activo|
Modify Leads|Modifica Contatti|
Change Agent Campaign|Cambia la campagna di un operatore|
Agent Choose Ingroups|El Agente Elige Ingroups|
CallBacks Within Campaign|Richiami Nella Campagna|
CallBacks Within List|Richiami Nella Lista|
CallBacks Within Agent|Richiami Dell`Operatore|
Phone extension|Interno Telefono|
Dial Plan Number|Numero De Dial plan|
digits only|solo cifre|
Voicemail Box|Buzon de voz|
Outbound CallerID|CallerID De salida|
Phone IP address|Direccion IP del telefono|
Computer IP address|Direccion IP del ordenador|
Server IP Address|Indirizzo IP del Server|
Server IP|IP Server|
Login: |Login: |
Password: |Password: |
Status: |Esito: |
Active Account|Cuenta Activa|
Phone Type|Tipo Del telefono|
Full Name|Nome Completo|
Company: |Compania: |
Picture: |Foto: |
Client Protocol|Protocollo Client|
Local GMT|Fuso Orario Locale|
Do NOT Adjust for DST|No ajustar para el DST|
VALUE=SUBMIT|VALUE=INVIA|
ADD A NEW SERVER|AGGIUNGI UN NUOVO SERVER|
Server ID|ID Server|
Server Description|Descrizione Server|
Active: |Attivo: |
Asterisk Version|Versione Di Asterisk|
Conference Number|Número de la Conferencia|
New Messages|Messaggi Nuovi|
Old Messages|Messaggi Vecchi|
Manager Login|Login del Manager|
Manager Secret|Contraseña del Manager|
VICIDIAL Default User|Usuario por defecto de VICIDIAL|
VICIDIAL Default Pass|Contraseña por defecto  de VICIDIAL|
VICIDIAL Default Campaign|Campaña por defecto de VICIDIAL|
Park Extension|Extension del parking|
Park Exten|Extension del parking|
Conf Extension|Extension de la conferencia|
Conf Exten|Extension de la conferencia|
VICIDIAL Park Exten|Exten. Del parking de VICIDIAL|
VICIDIAL Park File|Archivo para música del parking de VICIDIAL|
Monitor Prefix|Prefijo al monitorizar|
Recording Exten|Exten de grabacion|
VMailMain Exten|Exten de VmailMain|
VMailDump Exten|Exten de VmaiDumpl|
Exten Context|Contexto De Exten|
DTMFSend Channel|Canal de envío del DTMF|
Outbound Call Group|Grupo de las llamadas de salida|
Browser Location|Localizacio`n del Navegador|
Install Directory|Directorio de instalacio`n|
CallerID URL|URL CallerID|
VICIDIAL Default URL|URL por defecto de VICIDIAL|
Call Logging|Call Logging|
User Switching|Cambio de Usuario|
Conferencing|Conferenze|
Admin Hang Up|Colgar del Admin|
Admin Hijack|Captura del Admin|
Admin Monitor|Monitorizacio`n del Admin|
Call Park|Parking de Llamada|
Updater Check|Uptader Check|
AF Logging|AF Logging|
Queue Enabled|Colas permitidas|
CallerID Popup|Ventana emergente del CallerID|
VMail Button|Boto`n Vmail|
Fast Refresh|Aggiornamento Veloce|
Fast Refresh Rate|Intervallo Aggiornamento Veloce|
Persistant MySQL|Persistant MySQL|
Auto Dial Next Number|Auto Marcar el Siguiente Número|
Stop Rec after each call|Parar de Grabar despue`s de cada llamada|
Primary |Primario |
Secondary |Secondario |
DBX Server|Servidor de DBX|
DBX Database|Base de datos de DBX|
DBX User|Usuario de DBX|
DBX Pass|Contraseña de DBX|
DBX Port|Puerto de DBX|
DBY Server|Servidor de DBY|
DBY Database|Base de datos de DBY|
DBY User|Usuario de DBY|
DBY Pass|Contraseña de DBY|
DBY Port|Puerto de DBY|
MODIFY A SERVER RECORD|MODIFICAR UN REGISTRO DEL SERVIDOR|
Max VICIDIAL Trunks|Máx. Trunks en VICIDIAL|
Telnet Host|Host Telnet|
Telnet Port|Porta Telnet|
Manager User|Usuario Del Manager|
Manager Update User|Usuario del Updater del Manager|
Manager Listen User|Usuario Listen del Manager|
Manager Send User|Usuario Send del Manager|
VMail Dump Exten|Extension de Vmail Dump |
VICIDIAL AD extension|Extension del AD de VICIDIAL|
Default Context|Contexto por Defecto|
PHONES WITHIN THIS SERVER|TELEFONI IN QUESTO SERVER|
>EXTENSION<|>INTERNO<|
>NAME<|>NOME<|
>ACTIVE<|>ATTIVO<|
>MODIFY<|>MODIFICA<|
This server has|Questo server ha|
active phones and|telefoni attivi e|
inactive phones|telefoni inattivi|
MODIFY A CONFERENCE RECORD|MODIFICA DELLA CONFERENZA|
Conference: |Conferenza: |
Current Extension|Interno Corrente|
extension: |interno: |
SEARCH RESULTS|RESULTADOS DE LA BÚSQUEDA|
